도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
기적의도서관,울산광역시,북구,공공도서관,매주월요일+법정공휴일,09:00,20:00,09:00,18:00,00:00,00:00,172,51817,27,777,30,14,울산광역시 북구 이화5길 29-13(중산동),울산광역시 북구,052-241-7420,891.0,728.5,https://usbl.bukgu.ulsan.kr,35.66216258,129.3365171,2023-05-21,3720000,울산광역시 북구
맑은숲작은도서관,울산광역시,동구,작은도서관,월,10:00,17:00,10:00,12:00,12:00,15:00,16,10754,0,0,2,14,울산광역시 동구 명덕6길 29,명성교회,052-251-7995,,107.0,,,,2023-04-25,3710000,울산광역시 동구
농소1동도서관,울산광역시,북구,공공도서관,매주월요일+법정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,188,54068,26,883,30,14,울산광역시 북구 동대 15길 27 (호계동),울산광역시 북구,052-241-7430,702.0,952.7,https://usbl.bukgu.ulsan.kr,35.6291873,129.3545038,2023-05-21,3720000,울산광역시 북구
농소3동도서관,울산광역시,북구,공공도서관,매주월요일+법정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,256,54976,25,1006,30,14,울산광역시 북구 아진1로 47(천곡동),울산광역시 북구,052-241-7440,966.0,932.32,https://usbl.bukgu.ulsan.kr,35.6330929,129.3355864,2023-05-21,3720000,울산광역시 북구
연천도서관,경기도,연천군,공공도서관,매주월요일+국가지정공휴일,09:00,23:00,09:00,23:00,09:00,23:00,84,73859,39,1812,10,14,경기도 연천군 연천읍 차현로 76-7,경기도 연천군청,031-839-4404,4247.0,1348.0,http://library.yeoncheon.go.kr,38.0981105,127.0766844,2023-05-23,4140000,경기도 연천군
씨앗나눔작은도서관,울산광역시,중구,작은도서관,일,10:00,18:00,10:00,13:00,00:00,00:00,50,1000,0,0,3,14,울산광역시 중구 함월6길 5-8(성안동),,052-242-0411,,,,35.5725334,129.3138735,2022-09-22,3690000,울산광역시 중구
약사아이파크글샘도서관,울산광역시,중구,작은도서관,토+일,14:00,17:00,00:00,00:00,00:00,00:00,77,5960,0,0,3,14,울산광역시 중구 평산로 50((약사동),,052-296-6400,,,,35.57166309,129.3370885,2022-09-22,3690000,울산광역시 중구
에뜰3차아름도서관,울산광역시,중구,작은도서관,토+일,14:00,17:00,00:00,00:00,00:00,00:00,20,1215,0,23,3,14,울산광역시 중구 종가로 245(유곡동),,052-211-1931,,,,35.56440981,129.3035603,2022-09-22,3690000,울산광역시 중구
에일린의뜰1차아파트작은도서관,울산광역시,중구,작은도서관,화+목+토+일,15:00,17:00,00:00,00:00,00:00,00:00,6,2000,0,0,3,14,울산광역시 중구 종가5길 10(유곡동),,052-286-1277,,,,35.56196618,129.3006759,2022-09-22,3690000,울산광역시 중구
에일린의뜰문고,울산광역시,중구,작은도서관,토+일,10:00,16:00,00:00,00:00,00:00,00:00,20,2700,0,0,3,14,울산광역시 중구 남외1길 105(남외동),,052-295-0706,,,,35.56750085,129.349552,2022-09-22,3690000,울산광역시 중구
엑소디움작은도서관,울산광역시,중구,작은도서관,휴관중,00:00,00:00,00:00,00:00,00:00,00:00,33,1200,0,0,3,14,울산광역시 중구 강북로 123(옥교동),,052-211-1326,,,,35.5531499,129.3230251,2022-09-22,3690000,울산광역시 중구
예술융합좋은땅도서관,울산광역시,중구,작은도서관,토+일,13:00,18:00,00:00,00:00,00:00,00:00,18,4700,0,0,3,14,울산광역시 중구 염포로 24(반구동),,052-297-0297,,,,35.55935527,129.3441699,2022-09-22,3690000,울산광역시 중구
배산작은도서관,부산광역시,연제구,작은도서관,"매주월요일, 국가지정공휴일",10:00,20:00,10:00,18:00,10:00,14:00,35,16618,36,182,5,14,부산광역시 연제구 배산북로8(연산동),부산광역시 연제구청,051-665-4508,,194.98,,35.17509425,129.0933137,2022-10-14,3370000,부산광역시 연제구
솔벗작은도서관,부산광역시,연제구,작은도서관,"매주일요일, 국가지정공휴일",10:00,19:00,10:00,14:00,10:00,14:00,20,10414,25,0,5,14,부산광역시 연제구 아시아드대로22번길15(거제동),부산광역시 연제구청,051-665-4511,,138.32,,35.18764403,129.0701317,2022-10-14,3370000,부산광역시 연제구
밤골작은도서관,부산광역시,연제구,작은도서관,"매주월요일, 국가지정공휴일",10:00,20:00,10:00,18:00,10:00,14:00,33,11110,2,0,5,14,부산광역시 연제구 금련로 24번길33(연산동),부산광역시 연제구청,051-665-4513,,138.64,,35.1720557,129.0944725,2022-10-14,3370000,부산광역시 연제구
해뜰작은도서관,부산광역시,연제구,작은도서관,"매주일요일, 국가지정공휴일",10:00,19:00,10:00,14:00,00:00,00:00,33,18554,2,307,5,14,부산광역시 연제구 중앙대로 1150번길15(연산동),부산광역시 연제구청,051-665-4512,,126.0,,35.19056266,129.0815476,2022-10-14,3370000,부산광역시 연제구
해맞이작은도서관,부산광역시,연제구,작은도서관,"매주일요일, 국가지정공휴일",10:00,19:00,10:00,14:00,10:00,14:00,28,9144,34,0,5,14,부산광역시 연제구 해맞이로 43번길 36,부산광역시 연제구청,051-665-4518,,143.55,,35.17937101,129.066573,2022-10-14,3370000,부산광역시 연제구
상록어린이도서관,경기도,안산시,공공도서관,매주금요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,441,123557,53,4162,10,14,경기도 안산시 상록구 구룡체육관로 45(일동),안산시 평생학습원 감골도서관,031-481-2671,3730.0,2196.0,http://lib.iansan.net,37.30732706,126.8620316,2022-10-31,3930000,경기도 안산시
행운동 마루작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,6813,0,11,8,14,서울특별시 관악구 행운1길 43,서울특별시 관악구청,02-876-3434,626.0,1447.0,http://lib.gwanak.go.kr/,37.48064257,126.957059,2022-10-15,3200000,서울특별시 관악구
청룡동 숯고을작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,10574,2,43,8,14,서울특별시 관악구 쑥고개로 44,서울특별시 관악구청,02-876-4083,779.0,1441.0,http://lib.gwanak.go.kr/,37.479107,126.941694,2022-10-15,3200000,서울특별시 관악구
낙성동 우듬지작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,9581,0,15,8,14,서울특별시 관악구 낙성대로4가길 5,서울특별시 관악구청,02-876-4072,924.0,2004.0,http://lib.gwanak.go.kr/,37.476264,126.958365,2022-10-15,3200000,서울특별시 관악구
인헌동 보물섬 작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,24,20274,3,264,8,14,서울특별시 관악구 남부순환로246가길 20,서울특별시 관악구청,02-889-4941,590.0,1497.0,http://lib.gwanak.go.kr/,37.475044,126.9653243,2022-10-15,3200000,서울특별시 관악구
남현동 우리작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,60,17960,3,301,8,14,서울특별시 관악구 남현1가길 29,서울특별시 관악구청,02-525-1334,939.0,2448.0,http://lib.gwanak.go.kr/,37.47468786,126.9778675,2022-10-15,3200000,서울특별시 관악구
신림동 굴렁쇠작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,12,7194,0,9,8,14,서울특별시 관악구 신림동길 14,서울특별시 관악구청,02-877-2727,499.0,1037.0,http://lib.gwanak.go.kr/,37.487372,126.927118,2022-10-15,3200000,서울특별시 관악구
신사동 해오름작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,9690,0,26,8,14,서울특별시 관악구 조원로 151-1,서울특별시 관악구청,02-853-7336,369.0,695.0,http://lib.gwanak.go.kr/,37.485923,126.9191029,2022-10-15,3200000,서울특별시 관악구
미성동 책의향기작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,8710,7,7,8,14,서울특별시 관악구 난곡로 249,서울특별시 관악구청,02-830-5312,396.0,721.0,http://lib.gwanak.go.kr/,37.476132,126.915527,2022-10-15,3200000,서울특별시 관악구
난곡동 책사랑 작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,16,8656,0,0,8,14,서울특별시 관악구 난곡로 30길 40,서울특별시 관악구청,02-861-7130,836.0,2271.0,http://lib.gwanak.go.kr/,37.47102189,126.921644,2022-10-15,3200000,서울특별시 관악구
중화어린이도서관,서울특별시,중랑구,공공도서관,일+법정공휴일+근로자의날(5월1일)+임시휴관일,09:00,18:00,10:00,17:00,00:00,00:00,50,25150,0,0,7,14,서울특별시 중랑구 중랑역로3길 28 (중화동),중랑문화재단,02-494-1846,763.0,133.0,http://www.jungnanglib.seoul.kr/jhklib,37.595004,127.0748925,2022-11-21,3060000,서울특별시 중랑구
양원숲속도서관,서울특별시,중랑구,공공도서관,월+법정공휴일(일요일 제외)+근로자의 날(5월 1일)+임시휴관일,09:00,18:00,09:00,17:00,00:00,00:00,248,39337,51,2660,7,14,서울특별시 중랑구 송림길 172 (망우동),중랑문화재단,02-432-0710,,970.78,http://www.jungnanglib.seoul.kr/ywlib/,37.606825,127.110697,2022-11-21,3060000,서울특별시 중랑구
중랑상봉도서관,서울특별시,중랑구,공공도서관,월+법정공휴일(일요일 제외)+근로자의 날(5월 1일)+임시휴관일,09:00,20:00,09:00,17:00,00:00,00:00,268,44683,80,0,7,14,서울특별시 중랑구 동일로114길 10 (상봉동),중랑문화재단,02-2209-0090,1372.69,1753.41,http://www.jungnanglib.seoul.kr/sblib/,37.59289195,127.0808518,2022-11-21,3060000,서울특별시 중랑구
연제도서관,부산광역시,연제구,공공도서관,"매주월요일, 국가지정공휴일",09:00,22:00,09:00,18:00,09:00,17:00,193,145260,65,2452,5,14,부산광역시 연제구 황령산로 612(연산동),부산광역시 연제구청,051-665-5511,1750.2,2016.98,http://www.yeonje.go.kr/library/main.do,35.17414442,129.0829683,2022-10-14,3370000,부산광역시 연제구
연산도서관,부산광역시,연제구,공공도서관,"매주 셋째, 넷째 월요일, 국가지정공휴일",09:00,22:00,09:00,18:00,09:00,17:00,330,151452,97,9705,5,14,부산광역시 연제구 고분로191번길 16,부산광역시 교육청,051-792-5400,1527.0,1370.0,https://home.pen.go.kr/yeonsanlib/main.do,35.185874,129.1043222,2022-10-14,3370000,부산광역시 연제구
봉천역 U-도서관,서울특별시,관악구,작은도서관,공휴일,06:00,23:59,06:00,23:59,00:00,00:00,0,112,0,0,5,14,서울특별시 관악구 남부순환로 지하 1721,서울특별시 관악구청,00-000-0000,,,http://lib.gwanak.go.kr/,37.48255622,126.9414953,2022-10-15,3200000,서울특별시 관악구
낙성대역 U-도서관,서울특별시,관악구,작은도서관,공휴일,06:00,23:59,06:00,23:59,00:00,00:00,0,112,0,0,5,14,서울특별시 관악구 남부순환로 지하 1928,서울특별시 관악구청,00-000-0000,,,http://lib.gwanak.go.kr/,37.47706518,126.9634099591,2022-10-15,3200000,서울특별시 관악구
신림역 U-도서관,서울특별시,관악구,작은도서관,공휴일,06:00,23:59,06:00,23:59,00:00,00:00,0,112,0,0,5,14,서울특별시 관악구 남부순환로 지하 1614,서울특별시 관악구청,00-000-0000,,,http://lib.gwanak.go.kr/,37.484224,126.9298033,2022-10-15,3200000,서울특별시 관악구
봉현작은도서관,서울특별시,관악구,작은도서관,일+공휴일,09:00,18:00,10:00,17:00,00:00,00:00,24,10491,0,333,8,14,서울특별시 관악구 관악로 255-7,서울특별시 관악구청,070-7163-5167,979.0,1550.0,http://lib.gwanak.go.kr/,37.48721429,126.956625,2022-10-15,3200000,서울특별시 관악구
청룡작은도서관,서울특별시,관악구,작은도서관,일+공휴일,09:00,18:00,10:00,17:00,00:00,00:00,20,6737,0,3,8,14,서울특별시 관악구 청룡9길 12-39,서울특별시 관악구청,02-876-4041,300.0,495.0,http://lib.gwanak.go.kr/,37.478018,126.946457,2022-10-15,3200000,서울특별시 관악구
삼성작은도서관,서울특별시,관악구,작은도서관,일+공휴일,09:00,18:00,10:00,17:00,00:00,00:00,20,10360,0,0,8,14,서울특별시 관악구 호암로 520,서울특별시 관악구청,070-7163-5166,375.0,642.0,http://lib.gwanak.go.kr/,37.46411546,126.931802,2022-10-15,3200000,서울특별시 관악구
보라매동 다사랑작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,15,8596,4,0,8,14,서울특별시 관악구 봉천로 279-8,서울특별시 관악구청,02-876-2879,1556.0,1308.0,http://lib.gwanak.go.kr/,37.48817576,126.932778,2022-10-15,3200000,서울특별시 관악구
은천동 한울작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,16381,0,81,8,14,서울특별시 관악구 국회단지2길 29-10,서울특별시 관악구청,02-876-4091,403.0,455.0,http://lib.gwanak.go.kr/,37.48691146,126.941527,2022-10-15,3200000,서울특별시 관악구
성현동 파랑새작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,50,12101,2,42,8,14,서울특별시 관악구 구암길 38,서울특별시 관악구청,02-875-9054,1265.0,1461.0,http://lib.gwanak.go.kr/,37.489512,126.9481596,2022-10-15,3200000,서울특별시 관악구
중앙동 새싹작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,40,6104,4,115,8,14,서울특별시 관악구 양녕로6다길 7,서울특별시 관악구청,02-875-9513,,704.0,http://lib.gwanak.go.kr/,37.484166,126.949749,2022-10-15,3200000,서울특별시 관악구
청림동 푸른숲작은도서관,서울특별시,관악구,작은도서관,토+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,8072,3,2,8,14,서울특별시 관악구 관악로40길 39,서울특별시 관악구청,02-876-4090,,786.0,http://lib.gwanak.go.kr/,37.49184717,126.9586277,2022-10-15,3200000,서울특별시 관악구
가수원도서관,대전광역시,서구,공공도서관,매주월요일 및 국가지정공휴일,07:00,22:00,07:00,18:00,07:00,18:00,372,165038,45,3815,10,14,대전광역시 서구 가수원로 91-11,대전광역시 서구청,042-288-4770,4887.0,3877.0,http://www.seogu.go.kr/learning/gasuwonlib/index.do,36.301633,127.3489232,2023-05-03,3660000,대전광역시 서구
둔산도서관,대전광역시,서구,공공도서관,매주월요일 및 국가지정공휴일,07:00,22:00,07:00,18:00,07:00,18:00,160,143116,43,1741,10,14,대전광역시 서구 청사로 263,대전광역시 서구청,042-288-4800,999.0,2367.0,http://www.seogu.go.kr/learning/dunsanlib/index.do,36.360054,127.3931883,2023-05-03,3660000,대전광역시 서구
어린이도서관,대전광역시,서구,공공도서관,매주금요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,150,65915,18,3098,10,14,대전광역시 서구 정림동로 25,대전광역시 서구청,042-288-4830,859.0,530.0,http://www.seogu.go.kr/learning/childlib/index.do,36.30504773,127.3684557468,2023-05-03,3660000,대전광역시 서구
갈마도서관,대전광역시,서구,공공도서관,매주월요일 및 국가지정공휴일,07:00,22:00,07:00,18:00,07:00,18:00,308,217011,55,8462,10,14,대전광역시 서구 신갈마로127번길 138,대전광역시 서구청,042-288-4740,1488.0,2706.0,http://www.seogu.go.kr/learning/galmalib/index.do,36.3408346,127.3656951,2023-05-03,3660000,대전광역시 서구
월평도서관,대전광역시,서구,공공도서관,매주금요일 및 국가지정공휴일,07:00,22:00,07:00,18:00,07:00,18:00,530,74630,44,2359,10,14,대전광역시 서구 한밭대로 664(갈마동),대전광역시 서구청,042-288-4870,1488.0,3584.0,http://www.seogu.go.kr/learning/wolpyeonglib/index.do,36.35708549,127.3721704,2023-05-03,3660000,대전광역시 서구
영암도서관,전라남도,영암군,공공도서관,국경일+명절연휴+개관기념일(12월 14일)+휴관이 필요한 경우,08:00,22:00,08:00,22:00,08:00,22:00,622,155209,13,8782,3,717,전라남도 영암군 영암읍 교동로 89-5,전라남도 영암군청,061-470-6804,6654.0,2457.0,https://www.yeongam.go.kr/home/library,34.7979979011,126.6936464082,2023-04-10,4940000,전라남도 영암군
지혜의샘터,광주광역시,서구,작은도서관,일+국가지정 공휴일,11:00,21:00,11:00,21:00,11:00,21:00,20,2300,2,0,2,7,광주광역시 서구 풍암중앙로 86번길 2,우성지역아동센터,062-373-0136,,33.0,,35.12617723,126.883264,2022-12-05,3600000,광주광역시 서구
지혜의쉼터작은도서관,광주광역시,서구,작은도서관,일+국가지정 공휴일,09:30,18:00,09:30,18:00,00:00,00:00,60,9000,0,0,3,7,광주광역시 서구 화운로 24 (화정동) 유니버시아드 힐스테이트 3단지,유니버시아드힐스테이트3단지 입주자대표회의,070-4223-1173,,131.99,,35.14250727,126.8865353,2022-12-05,3600000,광주광역시 서구
책더하기사랑작은도서관,광주광역시,서구,작은도서관,일+국가지정 공휴일,09:00,18:00,09:00,18:00,09:00,18:00,12,17000,0,0,0,0,광주광역시 서구 상무대로 980,광주카톨릭대학교 평생교육원,062-380-2210,,65.75,,35.1502428,126.8684904,2022-12-05,3600000,광주광역시 서구
